('https://image1.ljcdn.com/120000-inspection/081d38f7-404f-47e4-96cb-30edf5bdcfdb.jpg.296x216.jpg', '全明两室  24小时温泉水入户 私产过两年 业主诚心出售', '双街新邨  | 2室1厅 | 79.4平米 | 东南 | 简装 | 有电梯', '高楼层(共26层)板楼  -  双街', '137万', '单价17255元/平米')
('https://image1.ljcdn.com/120000-inspection/bfcaac02-3b8b-4b76-a1e6-9d0176bf6d65.jpg.296x216.jpg', '房子过两年无尾款视野好毛坯装修', '柴楼兴园  | 2室1厅 | 92.14平米 | 南 北 | 毛坯 | 有电梯', '高楼层(共28层)板楼  -  双街', '162万', '单价17582元/平米')
('https://image1.ljcdn.com/120000-inspection/89f99288-97be-4ad1-8930-9274c4d262f1.jpg.296x216.jpg', '普康里 交通便利 小区环境干净舒适 适合居住', '普康里  | 1室1厅 | 52.56平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  宜兴埠', '92万', '单价17504元/平米')
('https://image1.ljcdn.com/120000-inspection/965298e2-5b4b-46be-a69b-353d187b91de.jpg.296x216.jpg', '宝翠花都瞰景园 2室1厅 258万', '宝翠花都瞰景园  | 2室1厅 | 86.06平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  瑞景居住区', '258万', '单价29980元/平米')
('https://image1.ljcdn.com/120000-inspection/ecc215fd-bd1f-4c3f-aec3-5b612884f4bb.jpg.296x216.jpg', '万科新城紫藤苑 4室跃层 采光充足 视野开阔', '万科新城紫藤苑  | 4室2厅 | 179.9平米 | 南 北 | 简装', '低楼层(共3层)暂无数据  -  宜兴埠', '280万', '单价15565元/平米')
('https://image1.ljcdn.com/120000-inspection/6d38e74a-b7cd-4ca5-b26c-37a922a05906.jpg.296x216.jpg', '南北通透，两卧朝南全明户型，一楼带院', '喜凤花园  | 2室1厅 | 75.35平米 | 南 北 | 简装', '低楼层(共6层)板楼  -  双街', '96万', '单价12741元/平米')
('https://image1.ljcdn.com/120000-inspection/42126766-aaf5-4ad9-8a1e-429e85784ce6.jpg.296x216.jpg', '北辰区砖房可改阁楼 业主自住诚售 满五唯一 税费少', '城际美景家园  | 1室1厅 | 54.06平米 | 南 | 其他 | 无电梯', '高楼层(共6层)板楼  -  双街', '89万', '单价16464元/平米')
('https://image1.ljcdn.com/120000-inspection/890ef243-a0d4-46c8-8ed8-e22e3d5d5570.jpg.296x216.jpg', '柴楼金园 南北通透 小区环境优美 居住舒适', '柴楼金园  | 3室1厅 | 129.34平米 | 东 南 北 | 精装 | 有电梯', '高楼层(共26层)板楼  -  双街', '230万', '单价17783元/平米')
('https://image1.ljcdn.com/120000-inspection/c7b01260-df50-4d72-a264-139f047c6c86.jpg.296x216.jpg', '城际美景高层阳面一室 精装修 看房方便 满五年', '城际美景家园  | 1室1厅 | 68.86平米 | 南 | 其他 | 有电梯', '高楼层(共29层)板楼  -  双街', '100万', '单价14523元/平米')
('https://image1.ljcdn.com/120000-inspection/9d901091-cb19-40fb-8d59-f644aeeabcf9.jpg.296x216.jpg', '普天里 3室2厅 130万', '普天里  | 3室2厅 | 115.85平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  天穆镇', '130万', '单价11222元/平米')
('https://image1.ljcdn.com/120000-inspection/e17a451b-7b00-4441-9191-5ed0250d0fcc.jpg.296x216.jpg', '荔丰花园 户型方正 低楼层 精装修', '荔丰花园  | 2室2厅 | 77.51平米 | 南 北 | 精装 | 有电梯', '低楼层(共9层)板楼  -  宜兴埠', '154万', '单价19869元/平米')
('https://image1.ljcdn.com/120000-inspection/fd3129ee-3bcf-42cf-983d-7473b01ee1dd.jpg.296x216.jpg', '满五年唯一  一楼带院 南北通透户型', '宝翠花都探景园  | 2室2厅 | 86.06平米 | 南 北 | 精装 | 无电梯', '低楼层(共6层)板楼  -  瑞景居住区', '256万', '单价29747元/平米')
('https://image1.ljcdn.com/120000-inspection/b35b01e0-ad15-418e-830d-3d20d9901bb8.jpg.296x216.jpg', '瀛台里 非顶楼 通透两居 70年私产 交通便利！', '瀛台里  | 2室1厅 | 71.01平米 | 南 北 | 简装 | 无电梯', '高楼层(共8层)板楼  -  果园新村', '99万', '单价13942元/平米')
('https://image1.ljcdn.com/120000-inspection/718342f5-0e30-4a0f-b3f6-dc56002d8019.jpg.296x216.jpg', '荔红花园 两室一厅 配套设施齐全 出行便利', '荔红花园  | 2室1厅 | 78.5平米 | 南 | 毛坯 | 有电梯', '低楼层(共11层)板楼  -  宜兴埠', '151万', '单价19236元/平米')
('https://image1.ljcdn.com/120000-inspection/68e2b632-bc77-4da0-9e09-5ea6b40689df.jpg.296x216.jpg', '都市桃源 2室1厅 160万', '都市桃源  | 2室1厅 | 90.57平米 | 南 北 | 简装 | 有电梯', '高楼层(共6层)板楼  -  宜兴埠', '160万', '单价17666元/平米')
('https://image1.ljcdn.com/120000-inspection/7659d239-e684-4012-b3d9-0c37e70216d7.jpg.296x216.jpg', '柴楼金园 2室1厅 164万', '柴楼金园  | 2室1厅 | 92.67平米 | 南 北 | 精装 | 有电梯', '低楼层(共30层)板楼  -  双街', '164万', '单价17698元/平米')
('https://image1.ljcdn.com/120000-inspection/9a0556f2-6c3b-4ccc-969a-63db5538e82c.jpg.296x216.jpg', '精装二楼，南北通透，带车位，采光充足', '城际美景家园  | 2室1厅 | 83.41平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  双街', '130万', '单价15586元/平米')
('https://image1.ljcdn.com/120000-inspection/60c098ef-9e0f-4b4f-9a21-3362e86c976c.jpg.296x216.jpg', '熙景园 2室1厅 242万', '熙景园  | 2室1厅 | 94.46平米 | 南 北 | 其他 | 有电梯', '中楼层(共16层)板楼  -  瑞景居住区', '242万', '单价25620元/平米')
('https://image1.ljcdn.com/120000-inspection/8c18257a-9d45-484b-ad79-4b0c6a165fdf.jpg.296x216.jpg', '瑞宁嘉园 2室1厅 150万', '瑞宁嘉园  | 2室1厅 | 75.83平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  瑞景居住区', '150万', '单价19782元/平米')
('https://image1.ljcdn.com/120000-inspection/17b646c1-a222-41c7-98fe-f93f3750e67e.jpg.296x216.jpg', '城际美景家园 2室1厅 135万', '城际美景家园  | 2室1厅 | 87.05平米 | 南 | 精装 | 有电梯', '高楼层(共29层)板楼  -  双街', '135万', '单价15509元/平米')
('https://image1.ljcdn.com/120000-inspection/bfdb780c-7c9a-46a2-a91d-9815831ade9a.jpg.296x216.jpg', '艺术家园 2室2厅 220万', '艺术家园  | 2室2厅 | 95.18平米 | 南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  瑞景居住区', '220万', '单价23115元/平米')
('https://image1.ljcdn.com/120000-inspection/9f355600-7435-4104-bebe-5ed5ccf63078.jpg.296x216.jpg', '艺术家园 H户型 满五年 税费低  楼层合适', '艺术家园  | 2室1厅 | 102.57平米 | 南 北 | 简装 | 无电梯', '低楼层(共6层)板楼  -  瑞景居住区', '235万', '单价22912元/平米')
('https://image1.ljcdn.com/120000-inspection/ed16083e-84eb-4aae-8339-e70f292b11a0.jpg.296x216.jpg', '秋瑞家园 一楼  南北通透 一年装修', '秋瑞家园  | 2室1厅 | 84.65平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)板楼  -  瑞景居住区', '177万', '单价20910元/平米')
('https://image1.ljcdn.com/120000-inspection/5dfa700c-c329-4ad1-9b32-b7b0a5c8e30a6.jpg.296x216.jpg', '双街新城 南北通透H户型 小砖楼四楼 采光充足交通便利', '双街新城  | 2室2厅 | 96.85平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  双街', '174万', '单价17966元/平米')
('https://image1.ljcdn.com/120000-inspection/5b515821-e7af-4d0e-9fb7-9d3e370b5604.JPG.296x216.jpg', '双街新家园 24小时地热水 方便生活 小区环境干净舒适', '双街新家园  | 2室1厅 | 107.79平米 | 东 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  双街', '153万', '单价14195元/平米')
('https://image1.ljcdn.com/120000-inspection/d99738c9-9321-4138-9554-c05b0c5c2833.jpg.296x216.jpg', '一楼带小院，南北通透，业主诚心出售！', '宝翠花都听景园  | 2室2厅 | 95.95平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)板楼  -  瑞景居住区', '298万', '单价31058元/平米')
('https://image1.ljcdn.com/120000-inspection/50375c79-c091-4b35-88db-f20a694df1af.jpg.296x216.jpg', '带阁楼带露台 带两个阳台 满五精装', '双街新城  | 1室1厅 | 68.29平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)板楼  -  双街', '131万', '单价19183元/平米')
('https://image1.ljcdn.com/120000-inspection/rsp_pic_upload114ef90a-669f-4804-9caa-33b79102df04.jpg.296x216.jpg', '柴楼金园  交通便利 小区环境干净舒适 适合居住', '柴楼金园  | 2室2厅 | 90.95平米 | 南 北 | 其他 | 有电梯', '低楼层(共30层)板楼  -  双街', '162万', '单价17812元/平米')
('https://image1.ljcdn.com/120000-inspection/6beae33a-b642-4517-9cd4-a2381d5a7360.jpg.296x216.jpg', '地铁一号线旁 满五年唯一  全明通透户型好 价位合适', '紫瑞园  | 2室1厅 | 83.84平米 | 南 | 其他 | 有电梯', '中楼层(共18层)板楼  -  瑞景居住区', '176万', '单价20993元/平米')
('https://image1.ljcdn.com/120000-inspection/50cd6b1d-c9f5-4ec5-b2f8-8525ac0abbb8.jpg.296x216.jpg', '富宜里  采光充足  看房方便 诚售', '富宜里  | 2室1厅 | 62.09平米 | 西 | 简装 | 无电梯', '高楼层(共6层)板楼  -  宜兴埠', '95万', '单价15301元/平米')
('https://image1.ljcdn.com/120000-inspection/5421e7e8-121a-4076-810f-4c235be3dfe2.jpg.296x216.jpg', '采光充足 户型方正 南北通透两室', '泰来东里  | 2室1厅 | 52.39平米 | 东南 北 | 其他 | 无电梯', '高楼层(共6层)板楼  -  集贤里', '89万', '单价16988元/平米')
('https://image1.ljcdn.com/120000-inspection/f54861ba-b3bd-49f9-a96f-ffed07e2f538.jpg.296x216.jpg', '欢颜东里  70年私产  刚装修一年的婚房 2000年建设！', '欢颜东里  | 1室1厅 | 53.18平米 | 南 | 精装 | 无电梯', '高楼层(共6层)板楼  -  天穆镇', '87万', '单价16360元/平米')
('https://image1.ljcdn.com/120000-inspection/97040792-90b2-46b6-b72a-1f69c9154f74.jpg.296x216.jpg', '人民家园 双阳户型 红桥房本 诚心出售 随时可以看房', '人民家园  | 2室1厅 | 62.8平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  双环邨', '118万', '单价18790元/平米')
('https://image1.ljcdn.com/120000-inspection/030d37b1-2581-4108-a696-b2df112a1875.jpg.296x216.jpg', '淮兴园 过五无二 采光好 送家具哦~', '淮兴园  | 2室1厅 | 82.75平米 | 南 | 精装 | 有电梯', '高楼层(共18层)板楼  -  宜兴埠', '175万', '单价21149元/平米')
('https://image1.ljcdn.com/120000-inspection/448f0364-fa5c-4ae1-9b5b-5d5120969be4.JPG.296x216.jpg', '聚龙园 2室2厅 有阁楼有露台 随时可看房', '聚龙园  | 2室2厅 | 121.12平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)板楼  -  双街', '190万', '单价15687元/平米')
('https://image1.ljcdn.com/120000-inspection/8368aeea-0094-4df8-91a8-b8dfecaba033.jpg.296x216.jpg', '安悦园 东向一室一厅 采光充足 交通便利', '安悦园  | 1室1厅 | 66.69平米 | 东 北 | 精装 | 无电梯', '中楼层(共6层)板楼  -  宜兴埠', '125万', '单价18744元/平米')
('https://image1.ljcdn.com/120000-inspection/3966c6cf-54bd-477d-85b1-948217ffd097.jpg.296x216.jpg', '佳荣里 南北通透，格局方正，中间楼层', '佳荣里  | 1室1厅 | 58.94平米 | 南 北 | 简装 | 无电梯', '中楼层(共6层)板楼  -  双环邨', '135万', '单价22905元/平米')
