('https://image1.ljcdn.com/500000-inspection/813df462-749d-484b-80a9-514fe55aeb8c.jpg.296x216.jpg', '双轻轨 商圈房 电梯商品房 跃层两房', '金银苑  | 2室1厅 | 44平米 | 西北 | 精装 | 有电梯', '低楼层(共14层)2007年建塔楼  -  大坪', '85万', '单价19319元/平米')
('https://image1.ljcdn.com/500000-inspection/565fa3f4-10c3-47c8-9a4d-09b4b8f53230.jpg.296x216.jpg', '巴渝世家 3室1厅 165万', '巴渝世家  | 3室1厅 | 117平米 | 东南 | 其他 | 有电梯', '低楼层(共32层)2002年建塔楼  -  解放碑', '165万', '单价14103元/平米')
('https://image1.ljcdn.com/500000-inspection/aade53fd-83d7-4ef6-936c-ca899e890659.jpg.296x216.jpg', '雍江苑 精装三房 户型方正 对中庭看江 视野好 诚心卖', '雍江苑  | 3室2厅 | 123.8平米 | 北 | 精装 | 有电梯', '高楼层(共31层)2009年建板塔结合  -  化龙桥', '255万', '单价20598元/平米')
('https://image1.ljcdn.com/500000-inspection/d02f9053-cf7f-4339-bd34-87cd1b1157b1.jpg.296x216.jpg', '近龙湖商圈，近轻轨的电梯大三房，清水随便装。', '金银湾小区  | 4室2厅 | 134.03平米 | 南 | 其他 | 有电梯', '低楼层(共12层)2004年建塔楼  -  大坪', '134万', '单价9998元/平米')
('https://image1.ljcdn.com/500000-inspection/test-efa67561-1dfa-4bc4-be7c-e7101c9125bc.png.296x216.jpg', '七星岗  财信渝中城  楼盘新  带小区  住家出租皆宜', '财信渝中城  | 1室0厅 | 46.63平米 | 东南 | 其他 | 有电梯', '高楼层(共42层)2017年建塔楼  -  解放碑', '85万', '单价18229元/平米')
('https://image1.ljcdn.com/500000-inspection/012490be-9db6-4262-aa93-15d73f47b92a.jpg.296x216.jpg', '民安园社区 3室2厅 118万', '民安园社区  | 3室2厅 | 104.06平米 | 东南 | 其他 | 有电梯', '中楼层(共24层)1998年建塔楼  -  解放碑', '118万', '单价11340元/平米')
('https://image1.ljcdn.com/500000-inspection/6e73d14d-b310-4f84-9d56-bcd36544bda1.jpg.296x216.jpg', '证在手 精装看江 采光充足 业主诚心卖 拎包入住', '中庚香江美地  | 2室2厅 | 74.07平米 | 南 | 精装 | 有电梯', '低楼层(共32层)2011年建塔楼  -  大坪', '115万', '单价15526元/平米')
('https://image1.ljcdn.com/500000-inspection/test-e2ea0fbf-b69e-40f5-a32f-9faef53e59b2.png.296x216.jpg', '康田国际    一室一厅   只卖全款72万', '康田国际  | 1室1厅 | 48平米 | 东 | 其他 | 有电梯', '中楼层(共32层)2009年建板楼  -  两路口', '71万', '单价14792元/平米')
('https://image1.ljcdn.com/500000-inspection/f70192eb-a3a8-41b6-a199-729acef3c45a.jpg.296x216.jpg', '奥园康城A区 正规三房业主 诚心出售  看房方便', '奥园康城A区  | 3室2厅 | 96.68平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)2009年建塔楼  -  大坪', '137万', '单价14171元/平米')
('https://image1.ljcdn.com/500000-inspection/285809a7-5a9c-49d7-9a5e-d57f1b238a5e.jpg.296x216.jpg', '大坪江峡大厦 正规两室 户型合理 交通方便 朝南', '江峡大厦  | 2室1厅 | 70.75平米 | 东南 | 简装', '高楼层(共18层)塔楼  -  大坪', '80万', '单价11308元/平米')
('https://image1.ljcdn.com/500000-inspection/213ed7c9-6ac1-4437-8734-dc79d42c1c31.jpg.296x216.jpg', '金科看江跃层，赠送面积大，阔了三个阳台，业主诚心卖', '金科visar国际  | 2室2厅 | 80平米 | 东南 | 其他 | 有电梯', '高楼层(共17层)2012年建塔楼  -  大坪', '118万', '单价14750元/平米')
('https://image1.ljcdn.com/500000-inspection/b73a7f59-eb3a-408c-a3dc-8b51b66baf0c.jpg.296x216.jpg', '雍江苑一线江景大三房，采光好，赠送欧式家具家电！', '雍江苑  | 3室2厅 | 152.72平米 | 北 | 精装 | 有电梯', '高楼层(共18层)2009年建板塔结合  -  化龙桥', '288万', '单价18859元/平米')
('https://image1.ljcdn.com/500000-inspection/25d435b5-428b-433c-9854-ecff8bcf1cda.jpg.296x216.jpg', '雍江艺庭 高楼层 视野无遮挡 南北朝向', '雍江艺庭  | 2室2厅 | 109.48平米 | 东南 | 其他 | 有电梯', '高楼层(共18层)2010年建塔楼  -  化龙桥', '235万', '单价21466元/平米')
('https://image1.ljcdn.com/500000-inspection/cef07ae8-b6f8-42d8-b62c-aa790ed59797.jpg.296x216.jpg', '双轻轨 江景房 总价低 户型方正  四个电梯 配套成熟', '和信大厦  | 1室0厅 | 33平米 | 南 | 其他 | 有电梯', '高楼层(共29层)2003年建塔楼  -  两路口', '52万', '单价15758元/平米')
('https://image1.ljcdn.com/500000-inspection/e8a52df6-327d-44b2-8d43-17a67da672d9.jpg.296x216.jpg', '简装一房 住家安静 楼盘较新 欢迎咨询', '江屿朗廷  | 1室0厅 | 37.73平米 | 东北 | 其他 | 有电梯', '低楼层(共46层)2016年建塔楼  -  大坪', '61万', '单价16168元/平米')
('https://image1.ljcdn.com/500000-inspection/b2cf6b7d-a089-4cae-9c66-b5cfe023c52d.jpg.296x216.jpg', '渝中区 解放碑 刚需两房 住家方便', '卡萨国际公寓  | 2室1厅 | 63.66平米 | 东南 | 其他 | 有电梯', '中楼层(共32层)2007年建塔楼  -  解放碑', '100万', '单价15709元/平米')
('https://image1.ljcdn.com/500000-inspection/c042bdc8-d3fd-4b79-a898-9e0aabf8d22d.jpg.296x216.jpg', '协信阿卡迪亚清水看江大三房业主诚心出售', '协信阿卡迪亚  | 3室2厅 | 142.69平米 | 北 | 毛坯 | 有电梯', '高楼层(共30层)2011年建塔楼  -  大坪', '210万', '单价14718元/平米')
('https://image1.ljcdn.com/500000-inspection/aa93f36d-e1eb-4d8e-ba7c-09aecd6be40d.jpg.296x216.jpg', '商社时代   次新楼盘  清水3房  业主诚心出售', '商社时代  | 3室1厅 | 79.57平米 | 东南 | 毛坯 | 有电梯', '低楼层(共31层)2016年建板楼  -  大坪', '135万', '单价16967元/平米')
('https://image1.ljcdn.com/500000-inspection/15b2a355-81e6-401a-bd82-0df6490d82c7.jpg.296x216.jpg', '重庆天地品质小区，环境优美，业主诚心出售', '雍江悦庭  | 3室2厅 | 131平米 | 西北 | 其他 | 有电梯', '高楼层(共31层)2012年建塔楼  -  化龙桥', '265万', '单价20230元/平米')
