('https://image1.ljcdn.com/410100-inspection/5eeae4d6-db18-46eb-a3a5-aaa5775196a9.jpg.296x216.jpg', '此房满五唯一，无贷款，无抵押，无户口', '郑州大学东生活区  ', '中楼层(共6层)暂无数据  -  老郑大', '88万', '单价15828元/平米')
('https://image1.ljcdn.com/410100-inspection/87f89d40-5546-4b9c-9122-b2103d678bf2.jpg.296x216.jpg', '正南朝向，25楼视野采光好，小区配套齐全，实木精装修', '城市山水  ', '高楼层(共28层)塔楼  -  兴华南街', '195万', '单价17106元/平米')
('https://image1.ljcdn.com/410100-inspection/c1dc225c-abd4-4ac0-b309-a8c711710444.jpg.296x216.jpg', '正规一居改两居 户型方正 落地大窗 精装空房', '亚星盛世悦都  ', '中楼层(共31层)塔楼  -  兴华南街', '103万', '单价15374元/平米')
('https://image1.ljcdn.com/410100-inspection/b80c7e6c-67e2-4dd1-a10b-715c24d94b59.jpg.296x216.jpg', '鑫苑景园 南北通透大两房可改三室 楼层好采光好', '鑫苑景园  ', '高楼层(共18层)板楼  -  河医立交桥', '175万', '单价19699元/平米')
('https://image1.ljcdn.com/410100-inspection/680ea343-67a0-4e8a-ba2b-e55b5a6f80e0.jpg.296x216.jpg', '南北通透户型，大两房，精装修5楼风光，诚心出售', '宏鑫花园  ', '中楼层(共7层)板楼  -  兴华南街', '122万', '单价12578元/平米')
('https://image1.ljcdn.com/410100-inspection/d148b49f-6478-41bf-a05e-1c5db847c3dd.jpg.296x216.jpg', '户型方正 南北通透 交通方便 花园式小区', '长江一号  ', '中楼层(共27层)板塔结合  -  万客来', '215万', '单价14637元/平米')
('https://image1.ljcdn.com/410100-inspection/67aa430c-2a83-4927-8953-90fcc1ff8f94.jpg.296x216.jpg', '鑫苑景园  前排实用小三房  精装双气格局好', '鑫苑景园  ', '低楼层(共18层)板楼  -  河医立交桥', '190万', '单价20671元/平米')
('https://image1.ljcdn.com/410100-inspection/f9ac6f73-a326-4eb3-b551-b004f2bdce46.jpg.296x216.jpg', '五号街坊精装两房，楼层好，有壁挂炉，业主诚售', '五号街坊  ', '中楼层(共11层)暂无数据  -  兴华南街', '155万', '单价14713元/平米')
('https://image1.ljcdn.com/410100-inspection/bfdaf0b5-9a24-4897-b69a-ac683c95d248.jpg.296x216.jpg', '二环内 多层成熟大社区 经典户型便 宜大3房 急售！', '滨河名家一期  ', '高楼层(共6层)板楼  -  电力新村', '149万', '单价11053元/平米')
('https://image1.ljcdn.com/410100-inspection/a866b638-dd1e-4312-9e9e-93add8e984f6.jpg.296x216.jpg', '宏鑫花园，大两房，复式，丹尼斯旁，交通便利', '宏鑫花园  ', '高楼层(共7层)暂无数据  -  兴华南街', '110万', '单价11500元/平米')
('https://image1.ljcdn.com/410100-inspection/78482e71-e073-4abe-9598-2cfc052fb4db.jpg.296x216.jpg', '汝河路康桥金域上郡朝南两室一厅，双气低楼层', '康桥金域上郡1号院  ', '低楼层(共34层)塔楼  -  市财政局', '180万', '单价20455元/平米')
('https://image1.ljcdn.com/410100-inspection/9048c824-ca08-43f8-85bc-95f40320ab26.jpg.296x216.jpg', '陇海花园，环境好，有绿化，鑫苑物业严格管理！', '陇海星级花园  ', '中楼层(共17层)暂无数据  -  古玩城', '282万', '单价17179元/平米')
('https://image1.ljcdn.com/410100-inspection/2e223389-de02-4ce0-8e61-b2af846e6fe9.jpg.296x216.jpg', '耿河小区：双气中装两室，两卧朝南，挨着金水河', '耿河小区  ', '高楼层(共6层)暂无数据  -  电力新村', '63万', '单价10829元/平米')
('https://image1.ljcdn.com/410100-inspection/rsp_pic_uploada21bd02b-cd87-4149-a539-374b86405b1b.jpg.296x216.jpg', '天景丽苑，多层三楼，小两房，春楠户型，看房方便。', '天景丽苑  ', '中楼层(共7层)板楼  -  老航院', '88万', '单价15173元/平米')
('https://image1.ljcdn.com/410100-inspection/0511db09-199d-43bc-a61f-90476ae7b7d8.jpg.296x216.jpg', '市纪委家属院 标准三房 户型通透 诚心出售', '市纪委家属院  ', '低楼层(共7层)暂无数据  -  市财政局', '160万', '单价14375元/平米')
('https://image1.ljcdn.com/410100-inspection/c6c86ac9-9c73-4be0-b3a4-2958f1ca8336.jpg.296x216.jpg', '南北通透总价低三房诚心出售次新小区', '华裕小区  ', '中楼层(共11层)暂无数据  -  兴华南街', '215万', '单价14359元/平米')
('https://image1.ljcdn.com/410100-inspection/33e1eb59-1fc7-49a4-bfe7-5ee8b9eb94cc.jpg.296x216.jpg', '亚星城市山水 全明格局 诚心出售 居家两室', '城市山水  ', '低楼层(共28层)塔楼  -  兴华南街', '158万', '单价15445元/平米')
('https://image1.ljcdn.com/410100-inspection/b203788a-7647-45f6-b78e-33b0170033e7.jpg.296x216.jpg', '三环内二七万达旁 大学路 精装三房 朝南 12年小区双气', '海悦雅居  ', '低楼层(共17层)暂无数据  -  老航院', '139万', '单价15412元/平米')
('https://image1.ljcdn.com/410100-inspection/7ba470d1-2c8f-4f46-b88e-aa24ccfda751.jpg.296x216.jpg', '亚星盛世郦都，大三房，一楼带院精装修，诚意出售', '亚星盛世郦都  ', '低楼层(共13层)板楼  -  兴华南街', '280万', '单价17835元/平米')
('https://image1.ljcdn.com/410100-inspection/c4ec0995-165a-4b78-ab08-d58e751d105d.jpg.296x216.jpg', '业主上店放盘，2房，带院，满五年唯一', '正商蔚蓝港湾  ', '低楼层(共6层)暂无数据  -  兴华南街', '125万', '单价18116元/平米')
('https://image1.ljcdn.com/410100-inspection/df2d969f-17b4-48c9-bee7-ada47528e083.jpg.296x216.jpg', '楼层好南北通透，视野开阔，交通便利，实用三房', '联合花园  ', '11层板楼  -  万客来', '126万', '单价13264元/平米')
('https://image1.ljcdn.com/410100-inspection/72e3e8f4-a2a5-4060-96ea-af45fcc3b53b.jpg.296x216.jpg', '康桥大四房两卫，位置好，纯毛坯。方便看房', '康桥金域上郡2号院  ', '中楼层(共34层)板楼  -  市财政局', '376万', '单价22651元/平米')
('https://image1.ljcdn.com/410100-inspection/09e3eb41-9d9e-4a64-89fe-a03e93ae0773.jpg.296x216.jpg', '背靠金水河，人民公园，办公自住，业主急售', '兴达通苑  ', '高楼层(共30层)塔楼  -  火车站', '218万', '单价12013元/平米')
('https://image1.ljcdn.com/410100-inspection/test-1b6932bf-85c7-4e02-a923-89352d6e16a2.png.296x216.jpg', '海悦雅居 温馨3房双阳台 满五唯一 交通便利 诚心出售', '海悦雅居  ', '低楼层(共24层)暂无数据  -  老航院', '145万', '单价16191元/平米')
('https://image1.ljcdn.com/410100-inspection/036c00c8-2196-4e5e-a053-ed8c67b5a9eb.jpg.296x216.jpg', '棉纺东路53号院 中间楼层好两房 医学院地铁口', '棉纺东路53号  ', '中楼层(共6层)暂无数据  -  河医立交桥', '73万', '单价12167元/平米')
