('https://image1.ljcdn.com/440100-inspection/ec6b1e13-daf3-4617-8dda-7a679358df57.jpg.296x216.jpg', '云宁居 2室1厅 230万', '云宁居  | 2室1厅 | 65.22平米 | 南 | 其他 | 无电梯', '高楼层(共9层)1999年建塔楼  -  沙太南', '230万', '单价35266元/平米')
('https://image1.ljcdn.com/440100-inspection/5111e758-d64d-4f2b-b056-6a4f8b0e1596.jpg.296x216.jpg', '天成大厦 三房两厅 住家装修 温馨舒适', '天成大厦  | 3室2厅 | 90.06平米 | 南 北 | 其他 | 有电梯', '中楼层(共32层)2002年建塔楼  -  龙口西', '580万', '单价64402元/平米')
('https://image1.ljcdn.com/440100-inspection/a1b12998-7104-4994-bf79-97af58e1e659.jpg.296x216.jpg', '半山雍景苑 实用三房 新装修 安静舒适', '半山雍景苑  | 2室2厅 | 95.8平米 | 东 西 | 其他 | 有电梯', '中楼层(共15层)2000年建塔楼  -  汇景新城', '476万', '单价49687元/平米')
('https://image1.ljcdn.com/440100-inspection/c069d878-a4e8-4aeb-91ac-ea973ee476cb.jpg.296x216.jpg', '华港花园 高层南向大三房 装修漂亮', '华港花园  | 3室2厅 | 102.95平米 | 东南 | 简装', '低楼层(共30层)2004年建塔楼  -  天河公园', '655万', '单价63624元/平米')
('https://image1.ljcdn.com/440100-inspection/a1afb39a-ee79-47dd-8210-fb22fd9919ed.jpg.296x216.jpg', '棠德花园 两房一厅 户口无占用', '棠德花园  | 2室1厅 | 64平米 | 南 | 简装 | 无电梯', '高楼层(共9层)1997年建塔楼  -  棠下', '190万', '单价29688元/平米')
('https://image1.ljcdn.com/440100-inspection/e51d4566-a9b5-4b65-a1d9-dea1933dfcb3.jpg.296x216.jpg', '瑞安创逸 精装修 厅出阳台 安静舒适', '瑞安·创逸  | 2室2厅 | 96.84平米 | 北 | 其他 | 有电梯', '低楼层(共35层)2009年建塔楼  -  龙口东', '630万', '单价65056元/平米')
('https://image1.ljcdn.com/440100-inspection/ddf6da6b-bbe4-42be-a240-572ad8b68c1e.jpg.296x216.jpg', '富力天朗明居 实用两房 户型方正', '富力天朗明居N区  | 2室2厅 | 64平米 | 西 | 精装 | 有电梯', '低楼层(共22层)2002年建塔楼  -  棠下', '290万', '单价45313元/平米')
('https://image1.ljcdn.com/440100-inspection/test-3c8a23d1-d82c-4768-aeb8-e922e5da0b42.png.296x216.jpg', '棠德花园  户型方正 南向阳台 采光好 两房位置安静', '棠德花园  | 2室1厅 | 56平米 | 南 | 简装 | 无电梯', '低楼层(共9层)2000年建塔楼  -  棠下', '198万', '单价35358元/平米')
('https://image1.ljcdn.com/440100-inspection/fbe11d48-a1fe-4313-8249-1fd4f3dbeda2.jpg.296x216.jpg', '名雅苑 南区 电梯南向三房带主套', '名雅苑  | 3室2厅 | 134.39平米 | 西南 | 简装 | 有电梯', '中楼层(共18层)1994年建塔楼  -  体育中心', '800万', '单价59529元/平米')
('https://image1.ljcdn.com/440100-inspection/ee40b0c9-2754-41b5-a1d3-05f21558e430.jpg.296x216.jpg', '南向 三房 全新装修 即买即住', '方圆月岛  | 3室2厅 | 132.5平米 | 南 | 其他 | 有电梯', '低楼层(共46层)2009年建塔楼  -  珠江新城中', '1150万', '单价86793元/平米')
('https://image1.ljcdn.com/440100-inspection/1dab207d-9df2-4fc4-9481-41a0e2e3293d.jpg.296x216.jpg', '中怡城市花园 高层南向三房 户型方正 景观好', '中怡城市花园  | 3室2厅 | 131平米 | 南 | 其他 | 有电梯', '高楼层(共33层)2004年建塔楼  -  天河北', '1000万', '单价76336元/平米')
('https://image1.ljcdn.com/440100-inspection/58371861-2bb2-437d-957f-c58510072614.jpg.296x216.jpg', '粤海丽江花园 南北通透 珠江公园景观', '粤海丽江花园  | 5室2厅 | 276.35平米 | 南 北 | 精装 | 有电梯', '中楼层(共45层)2011年建塔楼  -  珠江新城东', '2070万', '单价74906元/平米')
('https://image1.ljcdn.com/440100-inspection/c2876942-23cb-4d52-b034-c9fe506cd7dd.jpg.296x216.jpg', '利雅湾 精装南向三房 视野开阔', '利雅湾  | 3室2厅 | 151平米 | 南 | 其他 | 有电梯', '高楼层(共31层)2004年建塔楼  -  珠江新城中', '1350万', '单价89404元/平米')
('https://image1.ljcdn.com/440100-inspection/e53d2469-63b2-422c-9161-b44eba42b8c7.jpg.296x216.jpg', '天誉花园 高层三房 厅出阳台 安静望花园', '天誉花园  | 3室2厅 | 139平米 | 北 | 简装 | 有电梯', '高楼层(共31层)1998年建塔楼  -  天河北', '825万', '单价59353元/平米')
('https://image1.ljcdn.com/440100-inspection/e4ae08db-bb07-435c-b9a4-49e9c459fc06.JPG.296x216.jpg', '豪景花园 3室2厅 380万', '豪景花园  | 3室2厅 | 103平米 | 南 | 其他 | 有电梯', '低楼层(共19层)2009年建塔楼  -  粤垦', '380万', '单价36894元/平米')
('https://image1.ljcdn.com/440100-inspection/be6f234e-4a92-4fc8-9eff-d415754ad0f7.jpg.296x216.jpg', '房子间隔方正实用 配套完善 交通便利', '环宇花园  | 2室1厅 | 62.34平米 | 北 | 简装 | 无电梯', '高楼层(共9层)1996年建塔楼  -  天河公园', '246万', '单价39462元/平米')
('https://image1.ljcdn.com/440100-inspection/2d04d0ca-68fd-4729-bcb8-eabedca9abd9.jpg.296x216.jpg', '棠德花园 中楼层 正规两房 南北通透', '棠德花园  | 2室1厅 | 55.43平米 | 南 | 精装 | 无电梯', '低楼层(共10层)1997年建塔楼  -  棠下', '205万', '单价36984元/平米')
('https://image1.ljcdn.com/440100-inspection/b6a172a5-4866-4d06-a794-d0a2940db7e5.jpg.296x216.jpg', '骏景花园南苑 采光好，明亮户型 安静望花园', '骏景花园  | 3室2厅 | 103平米 | 北 | 精装 | 有电梯', '中楼层(共13层)2000年建塔楼  -  棠下', '495万', '单价48059元/平米')
('https://image1.ljcdn.com/440100-inspection/4b350d0c-13ac-48b3-b075-d37030fd00b0.jpg.296x216.jpg', '天雅居 南向大三房 高层光线好', '天雅居  | 3室2厅 | 113.97平米 | 东南 | 其他 | 有电梯', '中楼层(共20层)1999年建塔楼  -  东圃', '365万', '单价32026元/平米')
('https://image1.ljcdn.com/440100-inspection/020f3d24-404d-4530-ba4e-db4581c6576b.jpg.296x216.jpg', '南向通透 居家改善户型 格局方正 大两房厅大舒适', '美林海岸花园  | 2室1厅 | 81.42平米 | 南 | 精装 | 有电梯', '高楼层(共18层)2003年建塔楼  -  员村', '487万', '单价59814元/平米')
('https://image1.ljcdn.com/440100-inspection/972bfc17-b9d3-4265-9bff-32e9813510ac.jpg.296x216.jpg', '东南向复式4房 光线好 安静大户型', '名门大厦  | 4室2厅 | 151平米 | 东南 | 其他 | 有电梯', '高楼层(共33层)1997年建塔楼  -  珠江新城西', '800万', '单价52981元/平米')
('https://image1.ljcdn.com/440100-inspection/0eee8eeb-6999-4936-af7c-b3b987b24564.jpg.296x216.jpg', '中海花城湾 望花园3房2卫 格局方正 通风对流 配套成熟', '中海花城湾  | 3室2厅 | 130.43平米 | 北 | 精装 | 有电梯', '中楼层(共33层)2005年建塔楼  -  珠江新城中', '1380万', '单价105804元/平米')
('https://image1.ljcdn.com/440100-inspection/804905a2-3d26-40d4-9bf0-2d85ae6d1ab4.jpg.296x216.jpg', '骏景花园 北苑二期 南向正规四房', '骏景花园  | 4室2厅 | 135.5平米 | 南 | 精装 | 有电梯', '中楼层(共12层)2000年建塔楼  -  棠下', '705万', '单价52030元/平米')
('https://image1.ljcdn.com/440100-inspection/e740d13e-e5c8-47e9-8e4f-993f5b134879.jpg.296x216.jpg', '碧海湾 花园小区 东南向看江户型', '碧海湾  | 4室2厅 | 201.37平米 | 东南 | 精装 | 有电梯', '高楼层(共28层)2003年建塔楼  -  珠江新城西', '1430万', '单价71014元/平米')
('https://image1.ljcdn.com/440100-inspection/e46e84fc-d29d-4ac4-92fd-91f9e7d8ba15.jpg.296x216.jpg', '天朗明居三房二厅一卫 望花园 户型方正 光线充足', '富力天朗明居S区  | 3室2厅 | 89平米 | 北 | 精装 | 有电梯', '低楼层(共18层)2001年建塔楼  -  棠下', '427万', '单价47978元/平米')
('https://image1.ljcdn.com/440100-inspection/4ffd05bd-316e-4dd1-a085-1f230db0dd0d.jpg.296x216.jpg', '六运小区 温馨2房 采光好', '六运小区  | 2室2厅 | 75.22平米 | 南 北 | 精装 | 无电梯', '中楼层(共8层)1993年建塔楼  -  天河南', '400万', '单价53178元/平米')
('https://image1.ljcdn.com/440100-inspection/3c612b7d-eaa1-4c75-a07a-f35d46e6488e.jpg.296x216.jpg', '高层 东南向望花园 新装修 未住过 产权清晰', '利雅湾  | 4室2厅 | 125.33平米 | 东南 | 精装 | 有电梯', '高楼层(共31层)2004年建塔楼  -  珠江新城中', '1100万', '单价87769元/平米')
