('https://image1.ljcdn.com/510100-inspection/test-e843bdef-6325-4d26-a6db-8b018bcb0133.png.296x216.jpg', '商贸城清水套二+朝南+视野辽阔', '北欧知识城二期  | 2室2厅 | 75.6平米 | 南 | 毛坯', '中楼层(共34层)2015年建塔楼  -  大丰', '84万', '单价11112元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a378b56c-7366-40a0-8bd8-f1e31aaf743f.png.296x216.jpg', '新都大丰商贸城斑竹园  北欧知识城1期套四双卫清水房', '北欧知识城一期  | 4室1厅 | 124.81平米 | 南 | 毛坯', '中楼层(共30层)2014年建塔楼  -  大丰', '132万', '单价10577元/平米')
('https://image1.ljcdn.com/510100-inspection/test-12f610e7-ee89-4afc-a141-7b20c6980239.png.296x216.jpg', '博雅丽景  装修套二  看房预约可看', '博雅丽景  | 2室2厅 | 82.51平米 | 东南 | 其他', '高楼层(共6层)板楼  -  大丰', '72万', '单价8727元/平米')
('https://image1.ljcdn.com/510100-inspection/test-0a112edd-7d73-46d2-b07f-8e5831d120e2.png.296x216.jpg', '汇融悉尼湾二期套四出售+户型好+带小平台', '汇融悉尼湾库吉岛二期  | 4室2厅 | 129.56平米 | 南 | 精装 | 有电梯', '低楼层(共26层)2008年建板塔结合  -  大丰', '186万', '单价14357元/平米')
('https://image1.ljcdn.com/510100-inspection/36832727-d682-4ae5-99dc-5731169a41db.jpg.296x216.jpg', '保利公园198玫瑰郡 四室三卫 清水房 朝南', '保利公园198玫瑰郡  | 4室1厅 | 177.04平米 | 东南 南 | 毛坯 | 有电梯', '中楼层(共24层)2010年建板楼  -  保利公园', '220万', '单价12427元/平米')
('https://image1.ljcdn.com/510100-inspection/bae458ea-f42a-41d2-ab31-312919215816.jpg.296x216.jpg', '丰和日丽的装修房，带顶楼花园。内跃。', '丰和日丽  | 3室2厅 | 156平米 | 南 | 精装 | 无电梯', '高楼层(共6层)2005年建板塔结合  -  大丰', '165万', '单价10577元/平米')
('https://image1.ljcdn.com/510100-inspection/test-a3cd6aa8-141f-4641-8c9f-eac7940c8c36.png.296x216.jpg', '百合郡精装套四带家具家电，朝南看高尔夫，中间楼层', '保利公园198百合郡  | 4室2厅 | 131平米 | 东南 | 其他 | 有电梯', '中楼层(共26层)2009年建板塔结合  -  保利公园', '170万', '单价12978元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b5dc98f1-46f8-44b3-b5f6-23db6d0b64ea.png.296x216.jpg', '此房紧凑型套三单卫，适合一家人居住', '麦田国际社区  | 3室2厅 | 80.91平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2016年建板塔结合  -  新都城区', '87万', '单价10753元/平米')
('https://image1.ljcdn.com/510100-inspection/test-54c37b0f-4e26-4360-929a-ab38b26fa085.png.296x216.jpg', '户型方正 朝南 对中庭 赠送入户  带家具家店', '北新润苑一期  | 4室2厅 | 118.27平米 | 南 | 其他 | 有电梯', '高楼层(共18层)2012年建板塔结合  -  大丰', '135万', '单价11415元/平米')
('https://image1.ljcdn.com/510100-inspection/test-11116636-2ab5-4b3c-8c47-733f6dcb6cfb.png.296x216.jpg', '润扬双河鹭岛清水套三户型方正。', '润扬双河鹭岛  | 3室2厅 | 116.57平米 | 西北 | 其他 | 有电梯', '中楼层(共6层)2012年建板楼  -  毗河', '126万', '单价10809元/平米')
('https://image1.ljcdn.com/510100-inspection/test-4e5c5a24-5331-4666-943b-01ad9d92aed7.png.296x216.jpg', '此房是润禾花园的房子，清水房，标准套二带阳台', '润禾花园  | 2室1厅 | 76.94平米 | 南 | 其他 | 有电梯', '低楼层(共18层)2013年建板塔结合  -  大丰', '101万', '单价13128元/平米')
('https://image1.ljcdn.com/510100-inspection/test-1ef32d75-95b9-424d-9c7e-127fc15f1548.png.296x216.jpg', '保利公园198玫瑰郡套四双卫装修观景房', '保利公园198玫瑰郡  | 4室2厅 | 131.85平米 | 东南 | 精装 | 有电梯', '中楼层(共24层)2010年建板楼  -  保利公园', '175万', '单价13273元/平米')
('https://image1.ljcdn.com/510100-inspection/test-478a5fdd-4e59-403f-9078-7abeea3ef653.png.296x216.jpg', '东街90号 东城家园 精装修空房 套二出售', '东城家园  | 2室2厅 | 88.59平米 | 南 | 其他 | 无电梯', '高楼层(共6层)2007年建板楼  -  新都城区', '72万', '单价8128元/平米')
('https://image1.ljcdn.com/510100-inspection/test-443c8643-6784-4d01-968a-4a6e71931561.png.296x216.jpg', '富力桃园套二单卫，带装修，家具家电出售，保养得好。', '富力桃园A区  | 2室2厅 | 76.6平米 | 北 | 其他 | 有电梯', '中楼层(共32层)2015年建板楼  -  毗河', '93万', '单价12141元/平米')
('https://image1.ljcdn.com/510100-inspection/test-b2c4cead-624d-477f-8a0a-6f0c689e5388.png.296x216.jpg', '东骏湖景湾一期 叠拼别墅 临人工湖精装修', '东骏湖景湾一期   | 叠拼别墅 | 6室5厅 | 415.68平米 | 东 | 其他 | 有电梯', '下叠(共6层)2010年建暂无数据  -  新都城区', '880万', '单价21171元/平米')
('https://image1.ljcdn.com/510100-inspection/test-9d12d5a8-18ce-4fe2-9a57-4bdb79a9bdb5.png.296x216.jpg', '标准套四带3个生间  带一个保姆间  带地暖', '汇融悉尼湾库吉岛二期  | 4室2厅 | 180.57平米 | 南 北 | 其他 | 有电梯', '中楼层(共31层)2008年建板塔结合  -  大丰', '285万', '单价15784元/平米')
