('https://image1.ljcdn.com/441900-inspection/066f7aae-50e8-4a21-b3d9-6e890ba965f5.jpg.296x216.jpg', '万科松湖 精装修复式  价格实惠 ，红本在手无欠款', '万科松湖中心  | 4室2厅 | 192.88平米 | 南 北 | 其他', '低楼层(共6层)2012年建塔楼  -  松山湖', '395万', '单价20480元/平米')
('https://image1.ljcdn.com/441900-inspection/c90f409d-227b-4e2d-93ac-1ecb540175df.jpg.296x216.jpg', '松山湖， 洋房于一体的 毛坯别墅。', '保利红珊瑚花园   | 联排别墅 | 5室2厅 | 279.34平米 | 西南 | 其他', '3层2013年建暂无数据  -  松山湖', '650万', '单价23270元/平米')
('https://image1.ljcdn.com/441900-inspection/40373751-3905-4ba1-9c62-99229b7442ff.jpg.296x216.jpg', '长城世家南北通四房精装修楼层好', '长城世家  | 4室2厅 | 128.6平米 | 南 北 | 精装', '中楼层(共7层)2008年建板楼  -  松山湖', '460万', '单价35770元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload22615322-a256-4455-9c82-8c7568211ce3.jpg.296x216.jpg', '保利红珊瑚花园  别墅 毛坯房', '保利红珊瑚花园   | 联排别墅 | 6室2厅 | 445.01平米 | 西南 | 毛坯', '3层2013年建暂无数据  -  松山湖', '1350万', '单价30337元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload9192e3f7-c31f-44f1-b09d-da958e9dd71d.jpg.296x216.jpg', '松山湖华为终端总部旁紫檀山湖景大户型诚心出售', '紫檀山  | 4室2厅 | 238.06平米 | 北 | 其他', '中楼层(共25层)2015年建塔楼  -  松山湖', '550万', '单价23104元/平米')
('https://image1.ljcdn.com/441900-inspection/11c74e78-c40b-4888-a906-cee8540f46ef.jpg.296x216.jpg', '翔龙御湖居高楼层 景观好 湖景房', '翔龙御湖居  | 4室2厅 | 159.82平米 | 西南 | 其他', '高楼层(共22层)2016年建塔楼  -  松山湖', '480万', '单价30034元/平米')
('https://image1.ljcdn.com/441900-inspection/9cd6e62b-b816-4e8a-94e7-a5d5ddd4d470.jpg.296x216.jpg', '松山湖万科虹溪诺雅精装大四房业主诚意出售', '万科虹溪诺雅  | 4室2厅 | 234.08平米 | 西南 | 精装', '中楼层(共10层)2010年建板楼  -  松山湖', '850万', '单价36313元/平米')
('https://image1.ljcdn.com/441900-inspection/16640741-56b2-4751-a808-0af0f38dcf2c.jpg.296x216.jpg', '户型非 常棒 ，南北通透，业主诚心出售', '锦绣山河一期  | 5室2厅 | 194.66平米 | 南 | 其他', '低楼层(共11层)2007年建板楼  -  松山湖', '510万', '单价26200元/平米')
('https://image1.ljcdn.com/441900-inspection/de51f4bf-088d-46f0-bd84-04b9a21a0d85.jpg.296x216.jpg', '松山湖教师村精装大三房，带家私家电，环境舒适', '松山湖教师村  | 3室2厅 | 136.03平米 | 南 | 其他', '中楼层(共11层)2007年建板楼  -  松山湖', '331万', '单价24333元/平米')
('https://image1.ljcdn.com/441900-inspection/fc238bd7-aad8-4507-9f42-26adfec852cb.jpg.296x216.jpg', '两梯联户，前后双阳台，南北通透，触手可得的绿化！', '星城翠珑湾二期  | 4室2厅 | 183.41平米 | 南 北 | 其他', '低楼层(共32层)2015年建塔楼  -  松山湖', '480万', '单价26171元/平米')
('https://image1.ljcdn.com/441900-inspection/63c660c7-8de3-48e1-8902-e2454a1076ea.jpg.296x216.jpg', '松湖一号精装 5房出售带地下室，前后大花园，看房方便', '万科松山湖1号   | 联排别墅 | 5室2厅 | 193.29平米 | 东南 | 其他', '4层2006年建暂无数据  -  松山湖', '880万', '单价45528元/平米')
('https://image1.ljcdn.com/441900-inspection/81a2de03-5e7d-4fd5-8c12-9eb5450358d0.jpg.296x216.jpg', '松山湖 万科松湖中xin 精装复式4房 东南朝向 全采光', '万科松湖中心  | 4室2厅 | 193平米 | 东南 | 精装', '低楼层(共6层)2012年建塔楼  -  松山湖', '400万', '单价20726元/平米')
('https://image1.ljcdn.com/441900-inspection/5b911f45-0be5-4e68-9f1b-d8378f8ce3d0.jpg.296x216.jpg', '松山湖北旁！精装修，四房两厅，带两个车位', '保利红珊瑚花园  | 4室2厅 | 169平米 | 东南 | 其他', '高楼层(共25层)2013年建塔楼  -  松山湖', '500万', '单价29586元/平米')
('https://image1.ljcdn.com/441900-inspection/34823f5d-c848-439b-8fe4-5d2d9b8659c8.jpg.296x216.jpg', '松山湖和堂，松湖烟雨附 近，看房方便', '和堂  | 3室2厅 | 151.43平米 | 南 | 毛坯', '低楼层(共3层)2007年建板楼  -  松山湖', '430万', '单价28396元/平米')
('https://image1.ljcdn.com/441900-inspection/e972d176-f763-4903-a9a2-8d16b73ff46e.jpg.296x216.jpg', '和堂 3室2厅 365万', '和堂  | 3室2厅 | 151.43平米 | 东南 | 其他', '低楼层(共3层)2007年建板楼  -  松山湖', '365万', '单价24104元/平米')
('https://image1.ljcdn.com/441900-inspection/e62b67f7-d44a-4f35-acd2-64e3c70bf78a.jpg.296x216.jpg', '距离松山湖北站近！满五唯一的别墅，送露台，送地下室', '保利红珊瑚花园   | 联排别墅 | 5室2厅 | 279.79平米 | 西南 | 毛坯', '3层2013年建暂无数据  -  松山湖', '710万', '单价25377元/平米')
('https://image1.ljcdn.com/441900-inspection/2bcd3617-3b5d-498e-92e3-4a0169907404.jpg.296x216.jpg', '此房满两年，楼层好，视野宽阔，采光充足', '万科金域松湖花园  | 3室2厅 | 98平米 | 东南 | 精装', '中楼层(共25层)2012年建塔楼  -  松山湖', '270万', '单价27552元/平米')
('https://image1.ljcdn.com/441900-inspection/rsp_pic_upload12ab44f2-5815-48b4-a3e1-e6380c76470a.jpg.296x216.jpg', '松山湖星城翠珑湾精装公寓中高楼层', '星城翠珑湾二期  | 3室2厅 | 81.87平米 | 北 | 精装', '中楼层(共25层)2015年建塔楼  -  松山湖', '180万', '单价21987元/平米')
('https://image1.ljcdn.com/441900-inspection/88a07811-5950-4d21-850b-deacb088e2e8.jpg.296x216.jpg', '位置好，小区安静，户型方正，大三房', '松湖花园  | 3室2厅 | 168.23平米 | 南 | 其他', '低楼层(共7层)2009年建板楼  -  松山湖', '450万', '单价26750元/平米')
('https://image1.ljcdn.com/441900-inspection/42f7ddf8-30f3-4e16-ae45-bcf0ea4964ee.jpg.296x216.jpg', '锦绣山河四期 临湖独栋别墅 带前后花园与车位', '锦绣山河四期   | 双拼别墅 | 6室3厅 | 617平米 | 南 | 其他', '4层2014年建暂无数据  -  松山湖', '2250万', '单价36467元/平米')
('https://image1.ljcdn.com/441900-inspection/91deb0b1-ef39-4f27-ac4e-69bdb748062d.jpg.296x216.jpg', '24小时智能化，全封闭式管理。小区有小孩游乐场', '星城翠珑湾一期  | 3室2厅 | 81.94平米 | 南 | 毛坯', '高楼层(共25层)2014年建塔楼  -  松山湖', '140万', '单价17086元/平米')
