('https://image1.ljcdn.com/370101-inspection/f6759145-6773-43de-9e8f-5f7b515bb4e8.JPG.296x216.jpg', '翡翠郡南区 采光好 南北通透 实用三室 有车位地下室', '重汽翡翠郡南区  | 3室2厅 | 120.19平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)2009年建板楼  -  长途汽车站', '293万', '单价24379元/平米')
('https://image1.ljcdn.com/370101-inspection/a7ef254a-5007-40b2-a1f5-74b961e9db8c.JPG.296x216.jpg', '西苑小区二区，两室一厅，交通便利', '西苑小区二区  | 2室1厅 | 64.01平米 | 南 北 | 其他 | 无电梯', '低楼层(共6层)1998年建板楼  -  无影山', '103万', '单价16092元/平米')
('https://image1.ljcdn.com/370101-inspection/4a2771da-cc40-4b04-96e9-d18c11ac127e.jpg.296x216.jpg', '三孔桥 生产路 湖滨苑小区 采光好 南北通透 全明户型', '湖滨苑小区  | 2室2厅 | 101.39平米 | 南 北 | 其他 | 无电梯', '中楼层(共7层)2004年建板楼  -  三孔桥', '167万', '单价16472元/平米')
('https://image1.ljcdn.com/370101-inspection/5751a6db-c280-407e-90d7-ed6bb48658c4.jpg.296x216.jpg', '丰汇小区、满五唯一、南北通透、业主诚心出售、楼层好', '丰汇小区  | 3室2厅 | 130.65平米 | 南 北 | 简装', '中楼层(共6层)2001年建板楼  -  水屯', '250万', '单价19136元/平米')
('https://image1.ljcdn.com/370101-inspection/d7270143-6807-4234-85f6-b99c9e7e2677.JPG.296x216.jpg', '全天采光 大3室+南北通透+满五唯一，送小房，无抵押', '三孔桥庄  | 3室2厅 | 93平米 | 南 北 | 简装 | 无电梯', '高楼层(共7层)1993年建板楼  -  三孔桥', '139万', '单价14947元/平米')
('https://image1.ljcdn.com/370101-inspection/f9f7db06-5d9a-4bc8-945f-4e9f45241f93.JPG.296x216.jpg', '采光充足，房主诚心出售，通透好', '馆驿街新区  | 2室1厅 | 68.36平米 | 南 北 | 其他 | 有电梯', '低楼层(共16层)2009年建板楼  -  馆驿街', '150万', '单价21943元/平米')
('https://image1.ljcdn.com/370101-inspection/d2708ed0-e70e-4c26-9919-ee9c74440a7b.JPG.296x216.jpg', '影山花园西区 南北通透   两室一厅  采光好', '影山花园  | 2室1厅 | 57.67平米 | 南 北 | 其他 | 无电梯', '高楼层(共5层)1995年建板楼  -  堤口路', '90万', '单价15607元/平米')
('https://image1.ljcdn.com/370101-inspection/8d38ff53-8658-4b03-8b17-41b3075bad2f.JPG.296x216.jpg', '翡翠郡大型花园社区+南北通透三室两厅+产权车位单卖', '重汽翡翠郡南区  | 3室2厅 | 113.95平米 | 南 北 | 精装 | 有电梯', '低楼层(共17层)2008年建板楼  -  长途汽车站', '252万', '单价22115元/平米')
('https://image1.ljcdn.com/370101-inspection/rsp_pic_upload6600f04a-1d82-44a8-84d5-afa83f3f8312.JPG.296x216.jpg', '可改三居 南北通透 两室朝阳 汇才 单价低 双气三线', '无影山路9号院  | 2室2厅 | 86.36平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  无影山', '130万', '单价15054元/平米')
('https://image1.ljcdn.com/370101-inspection/rsp_pic_upload9ff9171a-cba5-4b4b-abac-d00e23d09558.JPG.296x216.jpg', '南北通透 两室朝阳 非顶楼 有地下室 集中供暖 天然气', '工人新村南村西区  | 3室2厅 | 100.94平米 | 南 北 | 精装 | 无电梯', '高楼层(共6层)2000年建板楼  -  长途汽车站', '168万', '单价16644元/平米')
('https://image1.ljcdn.com/370101-inspection/8cf0576d-a48f-4fc1-ad56-4c1c27ca2925.JPG.296x216.jpg', '泺口服装城旁 金泉小区 三居室 南北通透  随时看房', '金泉小区  | 3室1厅 | 87.25平米 | 南 北 | 简装 | 无电梯', '高楼层(共6层)1996年建板楼  -  泺口', '128万', '单价14671元/平米')
