('https://image1.ljcdn.com/410100-inspection/test-6da026df-90d4-4043-9d7e-65beb0bbb338.png.296x216.jpg', '绿城百合 新装未入住，南北通透观景好楼层。', '绿城百合花园  ', '中楼层(共16层)暂无数据  -  中牟县', '260万', '单价18056元/平米')
('https://image1.ljcdn.com/410100-inspection/test-d5b4693c-8000-4134-9224-2ac5c46d3be0.png.296x216.jpg', '四室两厅两卫毛坯房通风采光好可按揭 诚意出售', '绿城百合花园  ', '低楼层(共16层)暂无数据  -  中牟县', '230万', '单价12960元/平米')
('https://image1.ljcdn.com/410100-inspection/test-8dab8069-4312-4f7b-ac11-682a7919ba99.png.296x216.jpg', '南北通透毛坯大四房，电梯观景洋房', '水岸鑫城  ', '中楼层(共7层)暂无数据  -  中牟县', '210万', '单价12353元/平米')
('https://image1.ljcdn.com/410100-inspection/test-08fdb910-7682-4413-b037-4d44e8b2eb07.png.296x216.jpg', '恒泰华府 新县城100万以下优秀三房', '恒泰华府  ', '中楼层(共11层)暂无数据  -  中牟县', '98万', '单价8818元/平米')
('https://image1.ljcdn.com/410100-inspection/test-d021d2b7-5290-4696-a198-6e70a7bc8936.png.296x216.jpg', '泰安街西环  中装干净大三居  楼层好  只卖全款', '超越小区  ', '中楼层(共6层)暂无数据  -  中牟县', '90万', '单价6976元/平米')
('https://image1.ljcdn.com/410100-inspection/test-00e629aa-eecf-4b1c-b2a8-872f3f792207.png.296x216.jpg', '东方观天下 精装大三室 拎包入住  业主诚心出售', '东方观天下  ', '中楼层(共13层)暂无数据  -  中牟县', '110万', '单价8871元/平米')
('https://image1.ljcdn.com/410100-inspection/test-b3567061-efed-4623-9bd7-6d7ce86e7c57.png.296x216.jpg', '万三路星城国际西苑，93.42平75万业主急卖', '星城国际西苑  ', '低楼层(共33层)暂无数据  -  中牟县', '75万', '单价8029元/平米')
('https://image1.ljcdn.com/410100-inspection/test-1fa2a78e-2759-4920-aa73-8aa18ff79073.png.296x216.jpg', '水木清华 四房户型 有本税满 正常首付 南北通透 急售', '水木清华  ', '中楼层(共11层)暂无数据  -  中牟县', '122万', '单价9385元/平米')
('https://image1.ljcdn.com/410100-inspection/fd2a2c32-3c6f-46d2-85f1-44407409560a.jpg.296x216.jpg', '水岸鑫诚一楼带大院子，南北通透，业主急售', '水岸鑫城  ', '低楼层(共6层)暂无数据  -  中牟县', '160万', '单价12534元/平米')
('https://image1.ljcdn.com/410200-inspection/82e0e7e3-a768-4c8e-8c55-98deb03bca33.jpg.296x216.jpg', '步梯多层，三楼大三室平层，带储藏室', '水岸鑫城  ', '低楼层(共3层)暂无数据  -  中牟县', '110万', '单价8216元/平米')
('https://image1.ljcdn.com/410100-inspection/ee8b1baf-f401-4c2b-b203-f263454c3054.jpg.296x216.jpg', '水岸鑫诚立体叠加  上复式  中装 送楼上40平', '水岸鑫城  ', '中楼层(共14层)暂无数据  -  中牟县', '85万', '单价11334元/平米')
('https://image1.ljcdn.com/410100-inspection/d3052356-c7c9-433e-9596-d8256b937439.JPG.296x216.jpg', '郑州五环旁，东润朗郡品质洋房，精装，七层电梯复式', '东润朗郡  ', '高楼层(共7层)暂无数据  -  中牟县', '220万', '单价16297元/平米')
('https://image1.ljcdn.com/410100-inspection/test-9f5342bf-a7a4-4902-b6aa-675b518313c5.png.296x216.jpg', '金帝城 大三房 满五唯一 免交个税 有钥匙 看房方便', '金恒基金帝城  ', '中楼层(共12层)暂无数据  -  中牟县', '130万', '单价9360元/平米')
('https://image1.ljcdn.com/410100-inspection/3cd2dbbd-7ff8-4cff-9837-afc63145b4f8.jpg.296x216.jpg', '东润郎君 两室两厅一卫一厨 一楼 毛坯 双气', '东润朗郡  ', '低楼层(共27层)暂无数据  -  中牟县', '83万', '单价9559元/平米')
('https://image1.ljcdn.com/410100-inspection/test-4f0c1144-d313-403b-b411-86dece437b4a.png.296x216.jpg', '鑫成美墅  阳光大两房  楼层好  采光好', '郑东鑫成美墅  ', '中楼层(共6层)暂无数据  -  中牟县', '81万', '单价9530元/平米')
('https://image1.ljcdn.com/410100-inspection/c5a51e99-8796-4e71-b856-1c7acb9dbde3.jpg.296x216.jpg', '水岸鑫诚四室，全明户型，新装修，业主急售，看房方便', '水岸鑫城  ', '中楼层(共25层)暂无数据  -  中牟县', '95万', '单价11470元/平米')
('https://image1.ljcdn.com/410100-inspection/05b6fbb6-6a5c-4b87-b5b1-f2f131aa2e5a.jpg.296x216.jpg', '盛世通达 顶楼复式 满两年无差额，有钥匙，随时看房', '盛世通達  ', '高楼层(共7层)暂无数据  -  中牟县', '93万', '单价6159元/平米')
('https://image1.ljcdn.com/410100-inspection/6a147680-83d5-479d-b79a-fc613749ca45.jpg.296x216.jpg', '东润郎郡 观景三房 满两年 诚心出售 有钥匙 随时看房', '东润朗郡  ', '中楼层(共27层)暂无数据  -  中牟县', '125万', '单价11793元/平米')
('https://image1.ljcdn.com/410200-inspection/e6b64182-4e5d-40b3-b52e-5ad68e6c867c.jpg.296x216.jpg', '南北通透  双阳台  128平 温馨大三房 毛坯任意装修', '祥瑞中心花园  ', '高楼层(共15层)暂无数据  -  中牟县', '120万', '单价9326元/平米')
('https://image1.ljcdn.com/410200-inspection/71c823f8-5ea7-494b-b741-1dfd6880e1a5.jpg.296x216.jpg', '水岸鑫城电梯大三房，看房方便。', '水岸鑫城  ', '中楼层(共7层)暂无数据  -  中牟县', '120万', '单价9231元/平米')
('https://image1.ljcdn.com/410100-inspection/45966f63-a3ae-4125-b04c-4df571ee543e.jpg.296x216.jpg', '鑫成美墅阳光   精装复式  送大露台  拎包入住', '郑东鑫成美墅  ', '高楼层(共5层)暂无数据  -  中牟县', '110万', '单价7334元/平米')
('https://image1.ljcdn.com/410100-inspection/test-511dbe22-ed39-4305-8672-a427f7c0968a.png.296x216.jpg', '东方观天下  3室精装婚房  带地暖入住！', '东方观天下  ', '高楼层(共17层)暂无数据  -  中牟县', '125万', '单价9843元/平米')
('https://image1.ljcdn.com/410100-inspection/4a0f61af-f620-4a51-8d95-fc78e27c91d0.jpg.296x216.jpg', '此房是正规商品房，满五年，正常过户。', '龙苑居住区  ', '中楼层(共7层)暂无数据  -  中牟县', '100万', '单价7875元/平米')
('https://image1.ljcdn.com/410100-inspection/9c2d68aa-be77-4d7e-9543-414504695490.jpg.296x216.jpg', '临贾鲁河 精装大三居室 送地下室 得房率高', '水岸鑫城  ', '高楼层(共6层)暂无数据  -  中牟县', '100万', '单价7598元/平米')
('https://image1.ljcdn.com/410100-inspection/f53e7686-60f2-426b-8c9f-5b4de66f8c11.jpg.296x216.jpg', '有电梯且带前后大露台，复式，两个大客厅4卧室', '郑东鑫成美墅  ', '高楼层(共12层)暂无数据  -  中牟县', '160万', '单价8989元/平米')
('https://image1.ljcdn.com/410100-inspection/e55299d0-c9cd-4fbc-accf-5cc59d9ec714.JPG.296x216.jpg', '蓝爵世家，精装修，6、7楼复式，送40平露台，随时看房', '蓝爵世家  ', '高楼层(共7层)暂无数据  -  中牟县', '125万', '单价5897元/平米')
('https://image1.ljcdn.com/410100-inspection/efd30568-f820-4368-bcde-3e9c74e4548e.jpg.296x216.jpg', '森林里小三房  南北通透  双气小区', '森林里  ', '高楼层(共10层)暂无数据  -  中牟县', '125万', '单价11793元/平米')
('https://image1.ljcdn.com/410100-inspection/956ca6df-16ea-4e06-9581-473e3dd7ea91.jpg.296x216.jpg', '盛世通达大三居精装修满五不唯一', '盛世通達  ', '中楼层(共12层)暂无数据  -  中牟县', '120万', '单价8824元/平米')
('https://image1.ljcdn.com/410100-inspection/0103a651-2a4f-489c-9771-3227b610ccaf.jpg.296x216.jpg', '金恒基金地城  5室2厅  210平  195万', '金恒基金帝城  ', '高楼层(共7层)暂无数据  -  中牟县', '195万', '单价9286元/平米')
('https://image1.ljcdn.com/410100-inspection/284adbaf-c4e6-411b-a31d-87f6aec94502.jpg.296x216.jpg', '东方润景  标准三房  中等装修', '东方润景  ', '低楼层(共6层)暂无数据  -  中牟县', '115万', '单价10551元/平米')
('https://image1.ljcdn.com/410100-inspection/8a4182d5-11c4-43c5-b4ab-4656581fbfc0.jpg.296x216.jpg', '永茂小区 温馨小三室 通透户型 临贾鲁河畔 多层四楼', '永茂小区  ', '中楼层(共7层)暂无数据  -  中牟县', '75万', '单价7500元/平米')
('https://image1.ljcdn.com/410100-inspection/5e6c1e30-cf00-4de8-9579-9ada04f4daa4.jpg.296x216.jpg', '四牟园  鑫城花园四室两厅  售80万', '鑫城花园  ', '高楼层(共6层)暂无数据  -  中牟县', '75万', '单价6049元/平米')
('https://image1.ljcdn.com/410100-inspection/941e99b2-f15d-4a59-a6df-09bea13a95e6.jpg.296x216.jpg', '水岸鑫城大三室送院子，业主急售', '水岸鑫城  ', '低楼层(共6层)暂无数据  -  中牟县', '160万', '单价12599元/平米')
('https://image1.ljcdn.com/410100-inspection/92b15b39-b6ee-4416-9e32-3c96bd770e52.jpg.296x216.jpg', '金帝新生活 大三房 税满 南北通透 全天采光', '金恒基金帝新生活  ', '中楼层(共6层)暂无数据  -  中牟县', '130万', '单价9561元/平米')
('https://image1.ljcdn.com/410200-inspection/40421a5a-c2bf-42b8-b53c-9bfa9ca7973d.jpg.296x216.jpg', '绿城百合花园 4室2厅 233万', '绿城百合花园  ', '中楼层(共16层)暂无数据  -  中牟县', '233万', '单价13090元/平米')
('https://image1.ljcdn.com/410100-inspection/4e19cf09-80ea-4222-86e6-d2efd359a201.jpg.296x216.jpg', '蓝爵世家 中装3房，好楼层诚心卖房', '蓝爵世家  ', '中楼层(共11层)暂无数据  -  中牟县', '110万', '单价10892元/平米')
('https://image1.ljcdn.com/410100-inspection/ae33257c-b04a-48ea-a8fa-209f2945fb2e.jpg.296x216.jpg', '水岸鑫诚三居室  一楼带院 下沉式地下室  可做门面房', '水岸鑫城  ', '低楼层(共6层)暂无数据  -  中牟县', '147万', '单价12149元/平米')
('https://image1.ljcdn.com/410100-inspection/f07b949d-eb02-4292-94c0-d26123b965ef.jpg.296x216.jpg', '金帝城跃层大三房，南北通透楼层低双气', '金恒基金帝城  ', '低楼层(共7层)暂无数据  -  中牟县', '130万', '单价10000元/平米')
('https://image1.ljcdn.com/410100-inspection/46df8f92-0c8a-4d20-8883-78f18e1dcd16.jpg.296x216.jpg', '汇银怡苑  3-2-1-2 113平  100万', '汇银怡和苑  ', '高楼层(共7层)暂无数据  -  中牟县', '100万', '单价8850元/平米')
('https://image1.ljcdn.com/410100-inspection/4290b1d4-bb62-4658-964a-274ab39441f1.jpg.296x216.jpg', '下叠加纯南四室，精装干净  带双阳台', '水岸鑫城  ', '中楼层(共14层)暂无数据  -  中牟县', '85万', '单价10625元/平米')
('https://image1.ljcdn.com/410100-inspection/21d7499b-c6c2-4d2c-9ac3-5acb570b54a6.jpg.296x216.jpg', '星城国际西苑东户94平2房有差额税', '星城国际西苑  ', '高楼层(共33层)暂无数据  -  中牟县', '77万', '单价8192元/平米')
('https://image1.ljcdn.com/410200-inspection/ca997ee5-204a-4133-83dc-2bceca1e2c68.jpg.296x216.jpg', '两层复式房，面积超大，毛坯待装修', '水岸鑫城  ', '高楼层(共18层)暂无数据  -  中牟县', '210万', '单价7000元/平米')
('https://image1.ljcdn.com/410100-inspection/62c124e5-d021-4316-8f83-ad468127c862.jpg.296x216.jpg', '业主急售 11楼 114平 南北通透大3房 拎包入住', '清华园小区南院  ', '高楼层(共12层)暂无数据  -  中牟县', '95万', '单价8324元/平米')
('https://image1.ljcdn.com/410100-inspection/3fee0305-2d79-4b3a-916d-fcd8efc960ce.jpg.296x216.jpg', '东润朗郡 精装修 三居室，业主挥泪出售', '东润朗郡  ', '高楼层(共27层)暂无数据  -  中牟县', '150万', '单价13889元/平米')
('https://image1.ljcdn.com/410100-inspection/4972fe41-540f-4f76-ae36-44a390d6a08a.jpg.296x216.jpg', '七里香溪阳光大三房精装修送家具家电，业主诚心出售', '七里香溪  ', '高楼层(共6层)暂无数据  -  中牟县', '100万', '单价10310元/平米')
('https://image1.ljcdn.com/410100-inspection/test-bb73a0ab-fc61-4df9-802e-e6b1e4ba910c.png.296x216.jpg', '急售水岸鑫城出门就是天鹅湖交通便利南北通透随时看房', '水岸鑫城  ', '低楼层(共7层)暂无数据  -  中牟县', '160万', '单价10667元/平米')
('https://image1.ljcdn.com/410100-inspection/e695e215-0419-4eeb-a641-0a6f8e703e89.jpg.296x216.jpg', '盛世源 大两室 双气 税满 全款房 可随时过户', '盛世源  ', '高楼层(共6层)暂无数据  -  中牟县', '70万', '单价8750元/平米')
('https://image1.ljcdn.com/410100-inspection/7f4a1636-9cfb-4a5d-a9af-ac48c00fed9d.jpg.296x216.jpg', '好楼层；好位置；看房方便；业主诚心出售', '东工都市家苑  ', '中楼层(共6层)暂无数据  -  中牟县', '46万', '单价6970元/平米')
('https://image1.ljcdn.com/410100-inspection/2b85a7ef-ea70-4e70-b9fd-d29158caa988.jpg.296x216.jpg', '七里香溪  合理三房 精装修  拎包入住', '七里香溪  ', '低楼层(共10层)暂无数据  -  中牟县', '82万', '单价9762元/平米')
('https://image1.ljcdn.com/410100-inspection/test-7c094887-55ee-40e8-b1b7-d5aca77f8d97.png.296x216.jpg', '沁园馨城，双气小区。南北通透三室两厅两卫。', '沁园馨城  ', '中楼层(共7层)暂无数据  -  中牟县', '110万', '单价7693元/平米')
