('https://image1.ljcdn.com/442000-inspection/110e90e9-407d-4da6-a688-69fbc335d629.jpg.296x216.jpg', '丽景名筑 可作小三房 中高层采光好', '丽景名筑  ', '中楼层(共22层)2009年建塔楼  -  东升中学', '95万', '单价11052元/平米')
('https://image1.ljcdn.com/442000-inspection/8838aca2-9524-44d4-8654-dcc6dd01e337.jpg.296x216.jpg', '大三房设计，精装修，拎包入住。', '丽城乐意居  ', '中楼层(共11层)2004年建塔楼  -  东升中学', '132万', '单价10820元/平米')
('https://image1.ljcdn.com/442000-inspection/257cd7f5-29b1-4fc8-8603-db88ad88f1f6.jpg.296x216.jpg', '旭日公园旁  大三房 精装修 欢迎看房', '丽城乐意居  ', '低楼层(共6层)2004年建塔楼  -  东升中学', '135万', '单价10088元/平米')
('https://image1.ljcdn.com/442000-inspection/1b83420f-9332-48c5-af81-882de2638538.jpg.296x216.jpg', '大信附近，朗晴名门精装两房，诚意出售！', '朗晴名门  ', '低楼层(共18层)2011年建板楼  -  坦背', '90万', '单价10649元/平米')
('https://image1.ljcdn.com/442000-inspection/da5f2faa-3bbc-4a4b-a328-d85b4ffdfc21.jpg.296x216.jpg', '华盛旭景高楼层精装四房，三阳台，证满两年！', '华盛旭景花园  ', '高楼层(共18层)2011年建塔楼  -  东升中学', '140万', '单价10365元/平米')
('https://image1.ljcdn.com/442000-inspection/d2ec6c87-b004-4cfa-b7f6-e913532e6fd5.jpg.296x216.jpg', '满五唯一，带装修，楼层好，业主诚意出售。', '丽景名筑  ', '中楼层(共18层)2009年建塔楼  -  东升中学', '146万', '单价16044元/平米')
('https://image1.ljcdn.com/442000-inspection/cb7c4d33-a346-4db7-b97e-281098cc8d9d.jpg.296x216.jpg', '东升地标 东升脆肉鲩之乡旁 喜欢三层复式 欢迎看房', '丽城花园  ', '高楼层(共6层)2006年建塔楼  -  东升中学', '125万', '单价7148元/平米')
('https://image1.ljcdn.com/442000-inspection/37fee8d0-f3ad-4cd8-adcb-4916d790965e.jpg.296x216.jpg', '丽城乐意居 2室2厅 110万', '丽城乐意居  ', '高楼层(共20层)2004年建塔楼  -  东升中学', '110万', '单价12469元/平米')
('https://image1.ljcdn.com/442000-inspection/9ee9c12c-90d0-43de-849f-0f34abc1772a.jpg.296x216.jpg', '华盛旭景花园 中低层 毛坯景观洋房', '华盛旭景花园  ', '低楼层(共17层)2011年建塔楼  -  东升中学', '110万', '单价10268元/平米')
('https://image1.ljcdn.com/442000-inspection/92bf73b9-37ac-4408-bc44-cbbc8f8a626a.jpg.296x216.jpg', '星河湾畔 3室2厅 95万', '星河湾畔  ', '高楼层(共23层)2015年建塔楼  -  红日饭店', '95万', '单价12027元/平米')
('https://image1.ljcdn.com/442000-inspection/653e1638-b5f9-4497-907e-0eeee84577ab.jpg.296x216.jpg', '业主诚意出售东升乐意居精装4房南北通透 家电家私全送', '丽城乐意居  ', '高楼层(共6层)2004年建塔楼  -  东升中学', '112万', '单价8667元/平米')
